acc	organism	database_source	llps_roles	mlos	idrs	lcrs	llps_regions	pfam_domains
Q9NWS1	Homo sapiens	phasepdb	driver	dna_damage_foci				
Q9NWT1	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,p62_cluster	312-392	371-389		WD40 (x3)
Q9NWT8	Homo sapiens	cdcode	client	stress_granule				
Q9NWW5	Homo sapiens	phasepdb	client	nucleolus		259-282		CLN6 (x1)
Q9NWW7	Homo sapiens	drllps,phasepdb	client	nuclear_body,others				zf-tcix (x1)
Q9NWZ3	Homo sapiens	phasepdb	client	nucleolus		396-417		PK_Tyr_Ser-Thr (x1)
Q9NWZ8	Homo sapiens	cdcode,drllps,phasepdb	client,regulator	cajal_body,gemini_of_cajal_body,stress_granule	94-130	151-162		GEMIN8 (x1)
Q9NX01	Homo sapiens	phasepdb	driver	p_body				
Q9NX04	Homo sapiens	phasepdb	client	nucleolus				CK2S (x1)
Q9NX05	Homo sapiens	cdcode,drllps,phasepdb	client	p_body,stress_granule	35-113,508-579,971-1096	32-59,62-115,422-434,515-531,970-979		
Q9NX09	Homo sapiens	cdcode,drllps	client	pml_nuclear_body	1-71	9-32,46-62		RTP801_C (x1)
Q9NX18	Homo sapiens	phasepdb	client	nucleolus		14-27		Sdh5 (x1)
Q9NX24	Homo sapiens	cdcode,drllps,phasepdb	client	dense_fibrillar_component,nuclear_speckle,nucleolus,p62_cluster				Ribosomal_L7Ae (x1)
Q9NX31	Homo sapiens	phasepdb	client	nucleolus	24-179	100-104		DUF776 (x1)
Q9NX40	Homo sapiens	cdcode,phasepdb	client	pml_nuclear_body				
Q9NX58	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,p_body	143-307	185-214,243-260,290-305,369-379		zf-ACC (x1),zf-LYAR (x1)
Q9NX63	Homo sapiens	cdcode,drllps,phasepdb	client	p62_cluster,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,stress_granule	34-61,73-92	67-80		
Q9NXF1	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,p62_cluster		13-25,681-692,833-847,857-874		Ipi1_N (x1)
Q9NXG0	Homo sapiens	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body	1-79,421-450,493-529,865-917	5-14,59-83,104-116,173-193,240-274,405-432,524-558,615-642,687-735,750-793,866-876,1037-1067,1125-1136,1215-1230,1288-1308,1398-1405		
Q9NXG2	Homo sapiens	phasepdb	client	pml_nuclear_body				
Q9NXH4	Homo sapiens	cdcode,phasepdb	client	nucleolus				
Q9NXJ0	Homo sapiens	phasepdb	client	nucleolus	247-267	135-150,161-181		CD20 (x1)
Q9NXK4	Homo sapiens	cdcode,phasepdb	client	nucleolus				
Q9NXP7	Homo sapiens	phasepdb	client	nucleolus		347-357		Integrase_H2C2 (x1)
Q9NXR1	Homo sapiens	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body	181-246,279-335	29-81,103-130,135-186,325-334		NUDE_C (x1)
Q9NXS2	Homo sapiens	phasepdb	client	stress_granule		4-55,192-205		Peptidase_M28 (x1)
Q9NXT0	Homo sapiens	phasepdb	client	nucleolus		2-11,381-393		KRAB (x1),zf-C2H2 (x8)
Q9NXV2	Homo sapiens	phasepdb	client	paraspeckle	213-234	12-33		BTB_2 (x1)
Q9NXV6	Homo sapiens	cdcode,drllps	client	nucleolus	129-356	49-66,185-228,272-313,321-425,532-548		XTBD (x1)
Q9NXW2	Homo sapiens	phasepdb	client	p62_cluster				
Q9NXZ2	Homo sapiens	cdcode,drllps	client	nucleolus	1-60,628-648	10-26,93-107,574-585		DEAD (x1),Helicase_C (x1),KH_1 (x1)
Q9NY12	Homo sapiens	cdcode,drllps,phasepdb	client	cajal_body,dense_fibrillar_component,nucleolus,paraspeckle	1-65,156-217	2-59,151-162,166-216		Gar1 (x1)
Q9NY26	Homo sapiens	cdcode,drllps,phasepdb	client,regulator	cajal_body,stress_granule		14-52,224-235,303-322		Zip (x1)
Q9NY27	Homo sapiens	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body	140-417	213-226,279-289,297-311,336-348,361-375		PPP4R2 (x1)
Q9NY35	Homo sapiens	phasepdb	client	nucleolus				Claudin_2 (x1)
Q9NY47	Homo sapiens	cdcode,drllps	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities	1-41	20-57,293-304,493-503,971-980,1117-1144		VWA_N (x1),VWA (x1),VGCC_alpha2 (x1)
Q9NY59	Homo sapiens	drllps,phasepdb	client,regulator	p_body	210-319	61-88,178-189,248-253,263-278,321-339		Exo_endo_phos (x1)
Q9NY61	Homo sapiens	cdcode,drllps,phasepdb	client	nuclear_speckle,nucleolus,pml_nuclear_body	76-208,309-333	4-35,41-49,92-127,163-189,452-463		AATF-Che1 (x1),TRAUB (x1)
Q9NY65	Homo sapiens	cdcode,drllps	client	nucleolus		140-151,441-448		Tubulin_C (x1),Tubulin (x1)
Q9NY93	Homo sapiens	cdcode,drllps,phasepdb	client	nuclear_speckle,nucleolus,stress_granule	506-547	160-171,246-256,325-337,509-526		Helicase_C (x1),DEAD (x1)
Q9NYA1	Homo sapiens	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body		5-24,134-153,368-380		DAGK_cat (x1)
Q9NYA4	Homo sapiens	phasepdb	client	nuclear_speckle	645-756,780-800,827-877	995-1007,1029-1049		FYVE (x1),Myotub-related (x1)
Q9NYB0	Homo sapiens	drllps,phasepdb	driver,regulator	pml_nuclear_body	104-132,196-244,264-311	112-127,281-311,366-376		Myb_DNA-bind_2 (x1),BRCT_2 (x1),Rap1_C (x1)
Q9NYB9	Homo sapiens	cdcode,drllps	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities	167-431	172-185,242-268,272-290,292-313,315-325,331-344,402-437		SH3_1 (x1),Abi_HHR (x1)
Q9NYC9	Homo sapiens	phasepdb	client	paraspeckle		2-13,67-81,125-136,753-765,797-817,1400-1415,1607-1617,1866-1881,1928-1941,3083-3103,3150-3176,3289-3330,3939-3952,4273-4284		DHC_N2 (x1),AAA_6 (x1),DHC_N1 (x1),Dynein_AAA_lid (x1),AAA_lid_1 (x1),AAA_8 (x1),MT (x1),AAA_9 (x1),Dynein_heavy (x1),AAA_lid_11 (x1),Dynein_C (x1)
Q9NYF0	Homo sapiens	cdcode,phasepdb	driver,client	synthetic_condensate_000374	1-47,316-335,350-374,401-521,588-679	36-51,55-94,129-149,165-187,318-335,622-662,692-699,757-781		Dapper (x1)
Q9NYF8	Homo sapiens	cdcode,drllps,phasepdb	client	nuclear_speckle,p62_cluster,pml_nuclear_body,stress_granule	1-437,464-502,637-796,810-840,862-920	3-94,99-159,259-268,272-285,358-369,396-407,707-725,728-743,749-776,794-825,862-875,898-920		THRAP3_BCLAF1 (x1)
Q9NYG5	Homo sapiens	phasepdb	client	nucleolus				zf-ANAPC11 (x1)
Q9NYH0	Homo sapiens	cdcode,phasepdb	client	nucleolus				
Q9NYH9	Homo sapiens	cdcode,drllps,phasepdb	client	centrosome,centrosome/spindle_pole_body,nucleolus,p62_cluster		191-202		U3_assoc_6 (x1)
Q9NYI0	Homo sapiens	cdcode,drllps	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,stress_granule	36-57,104-126,310-342,364-383,395-434,741-772,999-1048	743-756,896-908,956-965		Sec7 (x1),PH_9 (x1)
Q9NYJ1	Homo sapiens	phasepdb	client	nucleolus	1-25,68-87	67-83		
Q9NYJ8	Homo sapiens	cdcode,phasepdb	driver,client	paraspeckle,stress_granule,tifa_traf6_condensate	91-130,219-310,330-381,642-663	143-152,220-231,286-311,343-359,537-578		CUE (x1)
Q9NYL2	Homo sapiens	phasepdb	client	nucleolus	652-800	40-56,280-321,378-386		PK_Tyr_Ser-Thr (x1),SAM_1 (x1)
Q9NYL9	Homo sapiens	cdcode,drllps,phasepdb	client	p_body,paraspeckle,stress_granule		7-21		Tropomodulin (x1)
Q9NYP3	Homo sapiens	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body	1-110	20-37,54-82,354-367		
Q9NYR9	Homo sapiens	phasepdb	client	nucleolus	169-191	98-112		Ras (x1)
Q9NYU2	Homo sapiens	phasepdb	client	nucleolus				
Q9NYV4	Homo sapiens	phasepdb	client	cajal_body,nuclear_speckle	1-703,1047-1098,1161-1189,1220-1348,1441-1460,1466-1490	8-19,24-32,40-51,74-86,107-120,126-144,168-183,215-228,287-385,407-413,514-571,577-593,601-616,626-638,665-684,1256-1281,1377-1388,1446-1456,1473-1489		Pkinase (x1)
Q9NYV6	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus	624-651	166-177,242-254,633-643		RRN3 (x1)
Q9NYW4	Homo sapiens	phasepdb	client	nucleolus		1-23,57-68		TAS2R (x1)
Q9NYY3	Homo sapiens	cdcode,drllps,phasepdb	client,regulator	centrosome,centrosome/spindle_pole_body,pml_nuclear_body	21-70,406-433	35-68,360-379,451-467		POLO_box (x2),Pkinase (x1)
Q9NYY8	Homo sapiens	cdcode,drllps	client	mitochondrial_rna_granule,mtrna_granule				FAST_1 (x1),FAST_2 (x1),RAP (x1)
Q9NZ01	Homo sapiens	phasepdb	client	p62_cluster,stress_granule				Steroid_dh (x1)
Q9NZ32	Homo sapiens	phasepdb	client	nucleolus				Actin (x2)
Q9NZ43	Homo sapiens	phasepdb	client	stress_granule		205-225,229-256		Use1 (x1)
Q9NZ45	Homo sapiens	cdcode,drllps	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities		15-31		MitoNEET_N (x1),zf-CDGSH (x1)
Q9NZ52	Homo sapiens	cdcode,drllps	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities	339-384,428-464	174-185,348-374,441-482,512-525,535-546		GGA_N-GAT (x1),GAT (x1),VHS (x1),Alpha_adaptinC2 (x1)
Q9NZ56	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities	1-104,126-189,207-475,612-663,797-1252	36-68,203-228,255-267,322-338,341-357,389-404,427-441,518-530,676-703,802-815,870-892,908-1247,1261-1275,1573-1593		FH2 (x1)
Q9NZ63	Homo sapiens	phasepdb	client	nuclear_speckle	1-27,232-289	14-26		Hep_59 (x1)
Q9NZA1	Homo sapiens	cdcode,drllps	client	nucleolus				GST_N_2 (x1)
Q9NZB2	Homo sapiens	cdcode,drllps,phasepdb	driver,client	nuclear_speckle,p_body,pml_nuclear_body,stress_granule	374-533,921-945,1025-1102	347-362,376-396,455-470,855-872,883-899,961-968,974-988,998-1008,1028-1051		
Q9NZC3	Homo sapiens	phasepdb	client	nucleolus		8-24		GDPD (x1)
Q9NZC9	Homo sapiens	cdcode	client	p_body,stress_granule				
Q9NZG7	Homo sapiens	cdcode,drllps	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities	1-21	64-88,107-127		Ninjurin (x1)
Q9NZH0	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities	349-371	53-84,94-111,200-220,231-259		7tm_3 (x1)
Q9NZH5	Homo sapiens	phasepdb	client	nucleolus	60-105	163-173		Securin (x1)
Q9NZI6	Homo sapiens	phasepdb	client	nucleolus	219-245,271-301	406-416		SAM_3 (x1),CP2 (x1)
Q9NZI8	Homo sapiens	cdcode,drllps,phasepdb	driver,client,regulator	imp1_rnp_granule,nuclear_speckle,nuclear_stress_body,others,p62_cluster,p_body,rnp_granules,stress_granule	160-190	377-390	190-577_phasepdb	KH_1 (x4),RRM_1 (x2)
Q9NZJ0	Homo sapiens	cdcode,drllps,phasepdb	client	centrosome,centrosome/spindle_pole_body,nuclear_body,nucleolus,others	188-210,399-443,465-498,599-631,644-703	438-455,485-496,506-522,617-632		WD40 (x5)
Q9NZJ4	Homo sapiens	cdcode,drllps,phasepdb	client	p_body,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,stress_granule	4248-4273,4279-4298,4405-4427	662-671,1123-1142,1524-1535,3749-3758,3995-4010,4345-4365,4374-4387		ubiquitin (x1),HEPN (x1)
Q9NZJ5	Homo sapiens	cdcode,drllps	client,regulator	stress_granule	77-101,550-571,841-863,1090-1116	4-36,38-77,129-143,365-376,474-485,844-856,1089-1104		Pkinase (x2)
Q9NZJ7	Homo sapiens	cdcode,drllps	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities	1-76	12-64,67-75		Mito_carr (x1)
Q9NZL4	Homo sapiens	phasepdb	client	stress_granule	1-71	19-39,58-70,108-123,184-200,308-344		Fes1 (x1)
Q9NZL9	Homo sapiens	phasepdb	client	nuclear_stress_body				RmlD_sub_bind (x1)
Q9NZL9-2	Homo sapiens	phasepdb	client	nuclear_stress_body				
Q9NZL9-3	Homo sapiens	phasepdb	client	nuclear_stress_body				
Q9NZL9-4	Homo sapiens	phasepdb	client	nuclear_stress_body				
Q9NZM1	Homo sapiens	phasepdb	client	p62_cluster				
Q9NZM3	Homo sapiens	cdcode,drllps	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities	219-241,350-378,691-752	84-95,149-168,214-230,317-329,368-494,530-550,579-612,630-647,700-744,831-850,1041-1054,1471-1482		SH3_1 (x2),SH3_9 (x2),RhoGEF (x1),PH_13 (x1),C2 (x1),EF-hand_4 (x2),SH3_2 (x1)
Q9NZM5	Homo sapiens	cdcode,drllps,phasepdb	driver,client,regulator	nucleolus,p_body	1-51,303-344	4-16,35-50,296-323,349-366,376-400		Nop53 (x1)
Q9NZN3	Homo sapiens	cdcode,drllps	client	nucleolus,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities		25-36,419-433		EHD_N (x1),DUF5600 (x1),EF-hand_4 (x1),Dynamin_N (x1)
Q9NZN4	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,stress_granule	523-543	428-443		EHD_N (x1),DUF5600 (x1),EF-hand_4 (x1),Dynamin_N (x1)
Q9NZN8	Homo sapiens	cdcode,drllps,phasepdb	client	cajal_body,p_body,stress_granule	96-126,276-342	153-172		NOT2_3_5 (x1)
Q9NZQ3	Homo sapiens	cdcode,drllps	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities	101-122,149-286	110-122,162-185,206-247,260-277,299-307,550-569		SH3_1 (x1),DUF2013 (x1)
Q9NZR1	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities		16-33		Tropomodulin (x1)
Q9NZT1	Homo sapiens	cdcode,drllps,phasepdb	client	stress_granule				EF-hand_7 (x2)
Q9NZW5	Homo sapiens	cdcode,drllps	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities		106-120,510-530		L27 (x2),PDZ (x1),SH3_2 (x1),Guanylate_kin (x1)
Q9NZZ3	Homo sapiens	phasepdb	client	nuclear_speckle	1-21,188-219	121-148,157-179		Snf7 (x1)
Q9P000	Homo sapiens	phasepdb	client	stress_granule		54-64		COMM_domain (x1)
Q9P013	Homo sapiens	phasepdb	client	nuclear_speckle	1-133	55-78,103-159		Cwf_Cwc_15 (x1)
Q9P016	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus	1-47			EVE (x1)
Q9P021	Homo sapiens	phasepdb	client	nucleolus				Cript (x1)
Q9P031	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus	1-22,182-205	161-208		rRNA_processing (x1)
Q9P035	Homo sapiens	cdcode,drllps,phasepdb	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,stress_granule		119-136,347-360		PTPLA (x1)
Q9P0I2	Homo sapiens	phasepdb	client	stress_granule		11-30,97-111		EMC3_TMCO1 (x1)
Q9P0K1	Homo sapiens	cdcode,drllps	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities	785-906	729-760,793-810,862-877		Reprolysin (x1),Disintegrin (x1),ADAM_CR (x1),EGF_2 (x1),Pep_M12B_propep (x1)
Q9P0K7	Homo sapiens	cdcode,phasepdb	client	nuclear_speckle,p62_cluster,p_body				
Q9P0K8	Homo sapiens	phasepdb	client	nucleolus	26-61,125-233,267-408,537-574	28-39,207-228,266-276,290-335,359-402		Forkhead (x1)
Q9P0L0	Homo sapiens	cdcode,drllps,phasepdb	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,stress_granule	135-167	172-199,224-249		Motile_Sperm (x1)
Q9P0L2	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities	1-40,377-495,539-700	529-547,671-682		UBA (x1),Pkinase (x1),KA1 (x1)
Q9P0L9	Homo sapiens	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body	1-59,759-805	45-59,356-370,388-401,477-499,540-560,592-598,655-682,784-798		PKD_channel (x1)
Q9P0M2	Homo sapiens	phasepdb	client	nucleolus	1-25,316-348	74-81		AKAP7_RIRII_bdg (x1),AKAP7_NLS (x1)
Q9P0R6	Homo sapiens	phasepdb	client	nucleolus	1-22			DUF727 (x1)
Q9P0U3	Homo sapiens	phasepdb	driver	na				
Q9P0U4	Homo sapiens	cdcode,phasepdb	client	nuclear_speckle,nucleolus	1-20,84-162,219-287,311-373	153-161,200-213,227-249,268-290,321-360,430-464,468-481		zf-CXXC (x1),PHD (x1),CpG_bind_C (x1)
Q9P0V3	Homo sapiens	phasepdb	client	stress_granule		199-213		ZU5 (x1),SH3_1 (x1),SH3_2 (x1)
Q9P0V9	Homo sapiens	cdcode,drllps	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities		381-416		Septin (x1)
Q9P121	Homo sapiens	cdcode,drllps	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities		14-25,332-342		I-set (x1)
Q9P1A6	Homo sapiens	cdcode,drllps	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities	32-87,241-301,442-465,609-666,719-746,977-1021	257-291,293-306,442-452,539-552,610-624,977-1001,1018-1029	610-623_phasepdb	GKAP (x1)
Q9P1F3	Homo sapiens	cdcode,drllps,phasepdb	client	nuclear_stress_body,stress_granule				Costars (x1)
Q9P1T7	Homo sapiens	cdcode,phasepdb	client	nucleolus	1-71	192-214		MDFI (x1)
Q9P1U0	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus				TFIIS_C (x1)
Q9P1V2	Homo sapiens	cdcode,phasepdb	client	nucleolus				
Q9P1V8	Homo sapiens	phasepdb	client	nucleolus	1-448	9-28,156-167,175-195,232-244,279-291,326-340		SAM_2 (x1)
Q9P1Y5	Homo sapiens	cdcode,drllps,phasepdb	client	p62_cluster,paraspeckle,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities	183-205,328-385,430-457,473-609,632-696,714-1029,1061-1111	30-45,103-109,186-206,341-352,437-453,590-620,644-656,702-723,729-742,754-781,829-841,865-880,907-943,950-972,999-1021,1235-1249		CAMSAP_CKK (x1),CAMSAP_CH (x1),CAMSAP_CC1 (x1)
Q9P1Z0	Homo sapiens	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body,spindle_apparatus	67-124,183-221,257-281,428-766,783-853,883-904,972-1013	58-123,146-165,258-280,294-310,446-471,484-506,512-557,574-592,631-656,676-697,747-760,825-846,881-900,974-995		BTB (x1)
Q9P1Z2	Homo sapiens	cdcode,drllps	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities	514-606	167-201,251-299,314-334,359-380,465-513,517-527,590-602		CALCOCO1 (x1),SKICH (x1),Zn-C2H2_12 (x1)
Q9P202	Homo sapiens	cdcode,phasepdb	driver,client	row_1_specific_tip_complex_condensates				
Q9P209	Homo sapiens	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body	152-176,211-256,285-413	417-429,528-543		
Q9P219	Homo sapiens	phasepdb	client	nucleolus	222-250,1011-1043,1419-1724,1736-1803,1816-2021	225-246,253-283,302-338,380-414,465-485,496-576,606-674,685-712,716-750,782-842,879-899,986-1013,1052-1086,1123-1135,1150-1170,1217-1240,1286-1306,1338-1358,1367-1387,1439-1450,1517-1534,1568-1588,1706-1717,1785-1816,1902-1924,1931-1946		HOOK_N (x1)
Q9P253	Homo sapiens	cdcode,drllps,phasepdb	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,stress_granule	903-929	486-500,809-843,909-926		Pep3_Vps18 (x1),Clathrin (x1)
Q9P258	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,stress_granule	1-83,502-522	21-41,43-82		RCC1 (x4)
Q9P260	Homo sapiens	cdcode,drllps,phasepdb	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,stress_granule	1-73,135-177,401-477	7-14,20-28,107-119,142-163,204-231,373-393,637-649,810-821		
Q9P265	Homo sapiens	cdcode,drllps	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities	31-167,179-201,217-246	24-33,70-83,153-169,182-193,222-235,1533-1547		DMAP_binding (x1),AMP-binding (x2)
Q9P275	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,p62_cluster	1-22,67-95,430-577,589-999	26-39,250-262,506-519,557-571,610-623,682-697,709-716,799-810,843-851,913-929,954-962,1080-1096		UCH (x1)
Q9P286	Homo sapiens	phasepdb	client	stress_granule	1-29,97-123,256-299,340-373	358-378,396-415		PBD (x1),Pkinase (x1)
Q9P287	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,stress_granule	1-56	14-60,110-124,231-243		BCCIP (x1)
Q9P299	Homo sapiens	cdcode,drllps	client	nucleolus	1-34	10-35		Clat_adaptor_s (x1)
Q9P2B4	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,stress_granule	387-430,463-490,511-609	140-174,200-227,239-280,398-434,439-452,467-477,579-600		CortBP2 (x1)
Q9P2B7	Homo sapiens	phasepdb	client	nucleolus	28-83,116-263,306-333,398-421,485-532	126-141,169-185,193-212,303-314,318-332		Hmw_CFAP97 (x1)
Q9P2D0	Homo sapiens	cdcode,drllps,phasepdb	client	p_body,stress_granule	970-1001,1134-1155	202-212,466-476,699-709,976-989		RCC1 (x3),Ank_2 (x1),BTB (x2)
Q9P2D1	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus	86-144,160-186,199-287,375-419,498-816,938-959,1576-1600,1837-1863,2170-2290,2823-2873,2935-2997	159-185,391-406,497-510,515-542,592-602,639-703,731-743,745-758,769-778,938-949,1738-1749,1841-1856,1908-1916,1939-1957,2184-2204,2229-2255,2400-2418,2448-2463,2726-2736,2757-2769,2780-2789,2796-2807,2821-2832,2841-2860,2908-2927,2985-2997		Helicase_C (x1),BRK (x2),Chromo (x2),SNF2-rel_dom (x1)
Q9P2D3	Homo sapiens	phasepdb	client	nucleolus		460-475,976-991,1070-1096,1212-1225,1452-1457,1641-1650,2040-2057		
Q9P2E3	Homo sapiens	cdcode	client	stress_granule				
Q9P2E9	Homo sapiens	cdcode,drllps,phasepdb	client	p62_cluster,p_body,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,stress_granule	44-90,129-152,173-648,895-925,1093-1122,1260-1287,1330-1362,1377-1410	8-31,56-78,99-157,177-185,613-640,695-746,766-786,795-815,824-865,905-928,943-963,975-1023,1066-1078,1135-1155,1226-1257,1273-1284,1301-1321,1349-1359,1370-1401		Rib_recp_KP_reg (x1)
Q9P2H5	Homo sapiens	phasepdb	client	nucleolus	544-566,610-757,984-1011	86-102,549-563,633-644,669-733,830-842,849-862,898-913,998-1011		UCH (x1)
Q9P2I0	Homo sapiens	cdcode,drllps,phasepdb	client,regulator	cleavage_body,histone_locus_body,nuclear_speckle,p_body	407-449	386-430,648-661		Lactamase_B_6 (x1),Beta-Casp (x1),RMMBL (x1),CPSF100_C (x1)
Q9P2J5	Homo sapiens	cdcode,phasepdb	client	nuclear_stress_body,p_body,stress_granule		120-126,133-155,446-466		tRNA-synt_1 (x2),Anticodon_1 (x1)
Q9P2J9	Homo sapiens	phasepdb	client	pml_nuclear_body		379-390		PP2C (x1)
Q9P2K3	Homo sapiens	drllps,phasepdb	client	nuclear_body,others	147-219,346-495	242-269,393-410,414-428,442-458		ELM2 (x1),Myb_DNA-binding (x2)
Q9P2K5	Homo sapiens	cdcode,drllps	client	stress_granule	1-101	22-39,207-220,327-344,353-385,393-402,452-466		RRM_1 (x3)
Q9P2M7	Homo sapiens	phasepdb	client	p62_cluster				
Q9P2N5	Homo sapiens	cdcode,drllps,phasepdb	client	nuclear_speckle,nucleolus	91-143,162-235,319-412,565-592,940-968,1006-1060	78-105,123-139,163-188,255-268,317-359,372-385,448-462,579-588,678-719,859-879,950-965,1023-1037,1044-1052		zf-CCCH (x1),RRM_1 (x1),PWI (x1)
Q9P2P5	Homo sapiens	cdcode,drllps	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities	341-452,489-796,1024-1069,1161-1187	165-175,400-410,542-556,744-760,765-780		HECT (x1),C2 (x1),HECW_N (x1),WW (x1),HECW1_helix (x1)
Q9P2R3	Homo sapiens	cdcode,drllps,phasepdb	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,stress_granule		6-33,257-270,465-478,689-700,1122-1137		FYVE (x1),Ank (x2),Ank_2 (x3),BTB (x1)
Q9P2R7	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,p62_cluster,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities		44-50		Ligase_CoA (x1),ATP-grasp_2 (x1)
Q9P2R9	Homo sapiens	cdcode,phasepdb	client	nucleolus				
Q9P2T1	Homo sapiens	phasepdb	client	nucleolus				IMPDH (x1)
Q9P2U7	Homo sapiens	cdcode,drllps	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities	497-560	236-256,403-422,525-539,550-556		MFS_1 (x1)
Q9P2W1	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus		4-14,130-150		TBPIP (x1),LZ3wCH (x1)
Q9P7H0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	phasepdb	driver	nucleolus				
Q9P7H1	Schizosaccharomyces pombe	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body	359-537	94-105,114-130,400-411,459-470,490-513		DSPn (x1)
Q9P7Q8	Schizosaccharomyces pombe	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body		171-182		Mo25 (x1)
Q9P805	Schizosaccharomyces pombe	cdcode,drllps,llpsdb,phasepdb	driver,client	droplet,p_body,synthetic_condensate_000100			1-127_phasepdb	DCP1 (x1)
Q9PSX0	Xenopus laevis	cdcode	client	mitochondrial_cloud				
Q9PT63	Xenopus laevis	llpsdb	driver	na	500-574,809-849,1074-1193,1982-2001,2028-2065	243-259,337-350,495-524,529-573,679-694,826-839,911-923,1071-1115,1454-1467,1696-1708,1720-1729,1756-1770,1791-1803,2038-2048		CLASP_N (x3)
Q9PTK5	Danio rerio	phasepdb	client	balbiani_body				
Q9PTV2	Xenopus laevis	cdcode	client	mitochondrial_cloud				
Q9PUD9	Lampetra fluviatilis	cdcode,llpsdb,phasepdb	driver,client	presynaptic_clusters	19-119,468-671	30-101,107-124,471-599,605-636	474-687_phasepdb	Synapsin_N (x1),Synapsin (x1),Synapsin_C (x1)
Q9PVV4	Xenopus laevis	phasepdb	client	l_body				
Q9PVZ2	Xenopus laevis	cdcode,phasepdb	driver,client	nuclear_pore_complex	433-501,983-1058,1167-1219,1289-1330,1461-1526,1626-1645,1661-1703	382-391,438-465,482-505,519-547,576-587,606-620,707-727,791-810,979-994,1087-1095,1130-1144,1166-1181,1205-1218,1223-1234,1242-1256,1279-1295,1305-1324,1394-1402,1435-1449,1456-1467,1487-1542,1575-1587,1636-1671,1702-1729,1749-1778,1808-1823,1845-1870,1917-1941,1952-1976,1986-2023		
Q9PW28	Danio rerio	phasepdb	client	balbiani_body				
Q9PW80	Danio rerio	phasepdb	client	balbiani_body				
