unified_mlo,source_db,source_name,definition
postsynaptic_density,drllps,Postsynaptic density,"Postsynaptic densities (PSDs) are membrane semienclosed, submicron protein-enriched cellular compartments beneath postsynaptic membranes, which constantly exchange their components with bulk aqueous cytoplasm in synaptic spines, it is an assembly responsible for receiving, interpreting, and storage of signals transmitted by presynaptic axonal termini. Both molecular components and motions of each component within PSDs are highly dynamic, formation and activity dependent modulation of PSDs is considered as one of the most basic molecular events governing synaptic plasticity in the nervous system."
postsynaptic_density,phasepdb,Postsynaptic density,"Underneath the postsynaptic plasma membranes of each synapse is a condensed protein-rich sub-compartment known as the postsynaptic density (PSD), a structure responsible for receiving, amplifying and storing signals initiated by presynaptic cells. PSDs are composed of densely packed proteins forming mega-assemblies a few hundred nanometers in width and ~30-50 nm thick. Formations of the condensed PSDs may involve phase-separation-mediated molecular assemblies."
postsynaptic_density,phasepro,postsynaptic density,"An electron dense network of proteins within and adjacent to the postsynaptic membrane of an asymmetric, neuron-neuron synapse. Its major components include neurotransmitter receptors and the proteins that spatially and functionally organize them such as anchoring and scaffolding molecules, signaling enzymes and cytoskeletal components."
pre_autophagosomal_structure,cdcode,ATG condensate,"In yeast, autophagy plays a central role in degrading condensates which form by phase separation using autophagosomes-double-membrane structures that are synthesized de novo at the pre-autophagosomal structure (PAS) in yeast. It is recently shown that PAS is a liquid-like condensate which is is formed by the phase separation of ATG proteins."
pre_autophagosomal_structure,cdcode,ATG4B condensate,"The ATG4B condensate is a dynamic biomolecular condensate forming as a result of liquid-liquid phase separation (LLPS) of the ATG4B protein. Condensation is promoted by the interaction with circSPECC1, a circular RNA, which enhances ATG4B's ability to form condensates. ATG4B plays a role in autophagy and anoikis."
pre_autophagosomal_structure,phasepdb,Pre-autophagosomal structure,"Autophagy is able to degrade such condensates using autophagosomes-double-membrane structures that are synthesized de novo at the pre-autophagosomal structure (PAS) in yeast. PAS is in fact a liquid-like condensate of Atg proteins. The autophagy-initiating Atg1 complex undergoes phase separation to form liquid droplets in vitro, and point mutations or phosphorylation that inhibit phase separation impair PAS formation in vivo. In vitro experiments show that Atg1-complex droplets can be tethered to membranes via specific protein-protein interactions, explaining the vacuolar membrane localization of the PAS in vivo."
presynaptic_active_zone,cdcode,Presynaptic clusters,Presynaptic clusters are clusters of synaptic vesicles at presynaptic sites.  Synapsin is the abundant protein associated with synaptic vesicles condensates.
presynaptic_active_zone,cdcode,Presynaptic clusters and postsynaptic densities,"Presynaptic clusters are clusters of synaptic vesicles at presynaptic sites.  Synapsin is the abundant protein associated with synaptic vesicles condensates. Postsynaptic density (PSD) is a condensed protein-rich sub-compartment beneath the postsynaptic plasma membranes of each synapse that constantly interchange their contents with bulk aqueous cytoplasm in synaptic spines.. The PSD is responsible for receiving, amplifying, and storing signals begun by presynaptic cells. PSDs are made up of tightly packed proteins that form assemblies that are a few hundred nanometers wide and 30–50 nanometers thick."
presynaptic_active_zone,phasepdb,Presynaptic active zone condensate,"Every presynapse builds a core 'active zone' structure, where ion channels cluster and synaptic vesicles release their neurotransmitters. The core active-zone scaffold proteins SYD-2 (also known as liprin-α) and ELKS-1 undergo phase separation during an early stage of synapse development, and later mature into a solid structure. A developmental liquid phase of scaffold molecules is essential for the assembly of the synaptic active zone, before maturation into a stable final structure. Small unilamellar vesicle (SUV)-coated RIM/RIM-BP condensates are encapsulated by synapsin/SUV condensates, forming two distinct SUV pools reminiscent of the reserve and tethered SV pools that exist in presynaptic boutons. The SUV-coated RIM/RIM-BP condensates can further cluster Ca2+ channels anchored on membranes. RIMs and RIM-BPs are plausible organizers of active zones, and the formation of RIM and RIM-BP condensates may cluster VGCCs into nano- or microdomains and position the clustered Ca2+ channels with Ca2+ sensors on docked vesicles for efficient and precise synaptic transmissions."
presynaptic_active_zone,phasepro,presynaptic cytosol,The region of the cytosol consisting of all cytosol that is part of the presynapse.
proteasome_foci,cdcode,Proteasome condensate,"Proteasome condensates are cellular structures in yeast that form through interactions between specific proteins, such as Rad23 and Dsk2, and ubiquitin chains. These condensates play a crucial role in protein degradation, particularly under stress conditions, and are studied using genetic mutations and protein interaction experiments to understand their formation and function."
proteasome_foci,cdcode,senescence-associated nuclear proteasome foci,"Senescence-Associated Nuclear Proteasome foci (SANPs) are distinct nuclear structures in senescent cells containing active 26S proteasome and ubiquitin chains. They do not colocalize with other nuclear bodies, and are involved in protein degradation and mitochondrial regulation. They are nuclear foci"
proteasome_foci,phasepdb,Proteasome containing foci,"Proteasome-containing nuclear foci form under acute hyperosmotic stress. These foci are transient structures that contain ubiquitylated proteins, p97 and multiple proteasome-interacting proteins, which collectively constitute a proteolytic centre. The major substrates for degradation by these foci were ribosomal proteins that failed to properly assemble. The proteasome foci exhibited properties of liquid droplets. RAD23B, a substrate-shuttling factor for the proteasome, and ubiquitylated proteins were necessary for formation of proteasome foci. Ubiquitin-chain-dependent phase separation induces the formation of a nuclear proteolytic compartment that promotes proteasomal degradation."
protein-containing_complex,phasepro,protein-containing complex,"A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together."
protein_complex_involved_in_cell-cell_adhesion,phasepro,protein complex involved in cell-cell adhesion,Any protein complex that is capable of carrying out some part of the process of cell-cell adhesion.
purinosome,cdcode,Purinosome,The purisome is a dynamic metabolic condensate that organizes and coordinates enzymes for de novo purine biosynthesis.
purinosome,phasepdb,Purinosome,"Enzymes within the de novo purine biosynthetic pathway spatially organize into dynamic intracellular assemblies called purinosomes. The formation of purinosomes has been correlated with growth conditions resulting in high purine demand, and therefore, the cellular advantage of complexation has been hypothesized to enhance metabolite flux through the pathway. However, the properties of this cellular structure are unclear. Here, we define the purinosome in a transient expression system as a biomolecular condensate using fluorescence microscopy. We show that purinosomes, as denoted by formylglycinamidine ribonucleotide synthase granules in purine-depleted HeLa cells, are spherical and appear to coalesce when two come into contact, all liquid-like characteristics that are consistent with previously reported condensates. We further explored the biophysical and biochemical means that drive the liquid-liquid phase separation of these structures. We found that the process of enzyme condensation into purinosomes is likely driven by the oligomeric state of the pathway enzymes and not a result of intrinsic disorder, the presence of low-complexity domains, the assistance of RNA scaffolds, or changes in intracellular pH."
pyrenoid,cdcode,Pyrenoid,Pyrenoid is a liquid non-membranous structure in the chloroplast stroma of microalgae. Pyrenoids contain sequestrated Rubisco which is the CO2-fixing enzyme of photosynthesis. Concentration of Rubisco in pyrenoids is believed to increase photosynthesis efficiency.
pyrenoid,drllps,Pyrenoid matrix,"Pyrenoids are non-membrane-bound, proteinaceous structures that contain a matrix packed with the CO2-fixing enzyme Rubisco. In many species, the matrix is traversed by membrane tubules that are continuous with the photosynthetic thylakoid membranes. Pyrenoids are a central feature of the algal CO2 concentrating mechanism, which supplies Rubisco with a high concentration of its substrate CO2, enabling more efficient carbon capture than that of most land plants. Pyrenoids are found within the chloroplasts of a diverse array of photosynthetic eukaryotes, including nearly all freshwater and marine algae, as well as a group of non-vascular plants."
pyrenoid,phasepro,pyrenoid,A non-membrane-bounded organelle found within the chloroplasts of algae and hornworts; responsible for carbon dioxide fixation.
refractile_body,cdcode,Refractile body,"Refractile body condensates undergo dynamic phase separation during the Eimeria tenella's (protozoan parasite infecting chickens) life cycle. They are hypothesized to play roles in nutrient storage, energy metabolism, and immune evasion."
replication_compartment,cdcode,ORC1 bodies,The ORC1 condensate is formed by the host protein ORC1 as a regulatory hub contributing to HIV-1 latency by recruiting repressive epigenetic modifier.
replication_compartment,cdcode,Pre-replication compartment (PRC),Pre-replication compartments (PRCs) are formed during human cytomegalovirus (HCMV) infection. These condensates are serving as hubs for viral genome replication and transcription. They exhibit liquid-like properties and are essential for efficient viral replication.
replication_compartment,cdcode,viral replication compartment (VRC),viral replication compartments (VRCs) formed by DNA viruses are described as membraneless assemblies or structures within the nucleus of infected cells
replication_compartment,cdcode,Virus-induced replication (VIR) condensate,The VIR-condensate is a condensate formed within viral replication organelles (VROs) during the replication of positive-strand RNA viruses. It is driven by phase separation of viral replication proteins and incorporates co-opted host proteins to create a dynamic microenvironment that facilitates efficient viral synthesis.
replication_compartment,phasepdb,Replication compartment,"A common viral replication strategy is characterized by the assembly of intracellular compartments that concentrate factors needed for viral replication and simultaneously conceal the viral genome from host-defense mechanisms. Recently, various membrane-less virus-induced compartments and cellular organelles have been shown to represent biomolecular condensates (BMCs) that assemble through liquid-liquid phase separation (LLPS). In the present work, we analyze biophysical properties of intranuclear replication compartments (RCs) induced during human adenovirus (HAdV) infection. The viral ssDNA-binding protein (DBP) is a major component of RCs that contains intrinsically disordered and low complexity proline-rich regions, features shared with proteins that drive phase transitions. Using fluorescence recovery after photobleaching (FRAP) and time-lapse studies in living HAdV-infected cells, we show that DBP-positive RCs display properties of liquid BMCs, which can fuse and divide, and eventually form an intranuclear mesh with less fluid-like features."
rho_body,cdcode,Rho body,The transcription terminator Rho phase separates in the bacterium Bacteroides thetaiotaomicron under nutrient starvation. Rho condensation required for transcription termination of some genes (PMID: 36927025).
ribonucleoprotein_complex,phasepro,ribonucleoprotein complex,A macromolecular complex that contains both RNA and protein molecules.
robustly_e2-activated_enhancers_(megatrans)_enhancers,phasepro,robustly E2-activated enhancers (MegaTrans,
rosenthal_fiber,phasepdb,Rosenthal fiber,"Alexander disease (AxD) is a fatal neurodegenerative disorder caused by dominant gain-of-function mutations in the gene encoding glial fibrillary acidic protein (GFAP), an intermediate filament protein expressed almost exclusively in astrocytes.The defining pathological feature of AxD is the abundant presence in astrocytes of GFAP-containing protein aggregates, called Rosenthal fibers (RFs), especially in the subpial, perivascular, and subventricular regions of the central nervous system."
sam68_nuclear_bodies_(snbs),phasepro,Sam68 nuclear bodies (SNBs,
sam68_nuclear_body,cdcode,Sam68 nuclear body,"Nuclear bodies are membraneless, RNA-rich organelles in the cell nucleus that concentrate certain nuclear proteins and RNA-protein complexes."
sam68_nuclear_body,drllps,Sam68 nuclear body,"Eukaryotic cells are inhomogeneously crowded with biological macromolecules (proteins and nucleic acids) and often contain numerous cellular bodies, including proteinaceous membrane-less organelles (PMLOs), They are formed as a result of highly regulated and reversible liquid-liquid demixing phase separation and represent condensed liquid droplets, which are invariantly enriched in intrinsically disordered proteins. Sam68 nuclear bodies (SNBs) is a kind of these bodies located in Nucleus, Its component of Nucleic acids or RNPs are Chloroplast-specific mRNAs Long non-coding RNA, and it is related to mRNAs trafficking through the nucleus."
sam68_nuclear_body,phasepdb,Sam68 nuclear body,"Sam68 (Src-associated in mitosis 68 kDa) is the prototypic member of the STAR (Signal Transduction and Activation of RNA) family of RNA-binding proteins, which regulate splicing in response to signalling cascades. Nuclear Sam68 protein is concentrated within subnuclear organelles called SLM/Sam68 Nuclear Bodies (SNBs), which also contain some other splicing regulators, signalling components and nucleic acids."
sars_cov2_n_condensate,cdcode,FXR-driven SARS-CoV-2 condensate,FXR-driven condensates formed by FXR proteins in coordination with the SARS-CoV-2 protein Nsp3. These condensates play a role in clustering viral replication organelles and recruiting the machinery necessary for efficient replication.
sars_cov2_n_condensate,cdcode,SARS-CoV-2 condensate,"The SARS CoV-2's nucleocapsid (N) protein binds the virus's RNA genome to and packages to forma membrane-bound virion. In cells, N forms condensates which recruits the stress granule protein G3BP1. Phase separation of the SARS-CoV-2 N protein might play a dual role in suppressing the host immune response which involves G3BP1 assembly to stress granules and packaging genomic RNA during virion formation."
sars_cov2_n_condensate,phasepdb,SARS-CoV-2 N condensate,"SARS-CoV-2 nucleocapsid protein (N-protein) undergoes liquid-liquid phase separation (LLPS) with viral RNA. N-protein condenses with specific RNA genomic elements under physiological buffer conditions and condensation is enhanced at human body temperatures (33°C and 37°C) and reduced at room temperature (22°C). RNA sequence and structure in specific genomic regions regulate N-protein condensation while other genomic regions promote condensate dissolution, potentially preventing aggregation of the large genome. N protein/RNA LLPS may be essential for SARS-CoV-2 viral assembly."
sec_body,cdcode,Sec-body,Sec bodies are reversible non-membrane bound stress assemblies that incorporate components of the ER exit sites. These assemblies form in Drosophila S2 cells in response to amino-acid starvation.
sec_body,phasepdb,Sec body,"Upon the stress of amino acid starvation in Krebs Ringer bicarbonate buffer (KRB), the ER exit sites (ERES) of Drosophila S2 cells are remodeled into large round non-membrane bound phase-separated Sec bodies. They are typically observed by immunofluorescence after staining of endogenous Sec16, Sec23 and expressed Sec24–GFP. Importantly, Sec bodies are very quickly resolved upon stress relief (addition of growth medium). Finally, they appear to protect the components of the ERES from degradation and they help cells to survive under conditions of amino acid shortage."
signaling_cluster,cdcode,Signaling cluster,Signaling clusters are protein assemblies which form at the membrane surfaces. Signaling clusters are crucial for the regulation of cell signaling.
signaling_cluster,drllps,Receptor cluster,"One of the most actively studied areas in which spatial heterogeneity is emerging as a key factor is signal transduction at the cell membrane. In addition to imposing a quasi-two-dimensional geometry, the membrane plays host to a large diversity of cellular components, and interactions among these components give rise to a complex spatial organization. A central theme of recent work in this field is the prevalence and role of membrane clusters, groups of colocalized molecules that often participate in the detection of external signals and subsequently drive responses within the cell."
signaling_cluster,phasepdb,Receptor cluster,"Membrane clusters is groups of colocalized molecules that often participate in the detection of external signals and subsequently drive responses within the cell[1]. Clustering of proteins into micrometer-sized structures at membranes is observed in many signaling pathways. Most models of clustering are specific to particular systems, and relationships between physical properties of the clusters and their molecular components are not well understood. Polymerization and concomitant phase separation is a general mechanism to create membrane clusters[2]. Besides, T cell receptors microclusters are a substructure within the T cell immunological synapse, which have now emerged as the primary functional signaling units[3]."
signaling_cluster,phasepro,membrane cluster,
signaling_condensate,cdcode,BMP2K condensate,"BMP2K(BMP-2-inducible protein kinase), a key regulator of bone differentiation, forms cytoplasmic condensates (even though, it is described to have a nuclear localization signal (NLS)). Under hyperosmotic stress, these condensates increase in number while their average size decreases."
signaling_condensate,cdcode,DDR1 condensate,DDR1 condensate in vascular smooth muscle cells counteracts the stiffness/collagen-induced YAP-Hippo pathway.
signaling_condensate,cdcode,EML4-ALK condensates,"EML4-ALK fusion oncoprotein common to human cancers forms cytoplasmic biomoelcular condensates, which participate in MAPK signalling"
signaling_condensate,cdcode,Insulin/IGF-1 signalosomes,Insulin/IGF-1 signalosomes are condensates functioning as organizing center for insulin/IGF-1 signaling. IRS-1 with aberrant liquid-like properties are implicated in metabolic diseases.
signaling_condensate,cdcode,NEDD4 condensates,"Mechanistically, hCINAP interacts with and prevents NEDD4 from forming cytoplasmic condensates that compartmentalize YAP1 and its kinase NLK, facilitating YAP1 phosphorylation at Ser128 and promoting YAP1 activation."
signaling_condensate,cdcode,PARP5A–RNF146 condensate,"The condensates formed by PARP5A and RNF146 are dynamic molecular assemblies with liquid-like properties. They are involved in regulating cellular mechanisms, including restraining necroptosis by organizing specific signaling pathways."
signaling_condensate,cdcode,PGAM5-MAVS Condensate,"PGAM5-MAVS condensates are biomolecular condensates formed through LLPS in cardiomyocytes under stress conditions.

These condensates function as scaffolds for NLRP3 inflammasome activation, thereby playing a role in inflammatory responses and myocardial injury."
signaling_condensate,cdcode,Signalosome,Hpo kinase complexes undergo clustering and phase separation
signaling_condensate,cdcode,TBC1D2B condensate,"The TBC1D2B condensate forms through liquid-liquid phase separation (LLPS) upon autophagy induction, transitioning from a dilute state to spherical gel-like compartments with high protein mobility."
sint_speckle,cdcode,Sint speckle,"SINT speckles are membraneless cytosolic speckles formed in response to cellular stress. SINT speckles partially colocalize with active TBK1, and TBK1 phosphorylation is reduced when SINTBAD and the SINT speckle component AZI2 are deleted. The acetyltransferase KAT2A (GCN5) regulates the dynamic production of SINT speckles, which is inhibited by heat shock protein-mediated chaperone action. The autophagy-initiating kinases ULK1/2 also suppress SINT speckle formation, and knocking these kinases out prevented focal TBK1 phosphorylation in a pathway-specific manner."
sint_speckle,phasepdb,SINT-speckle,"cellular stress leads to the incorporation of the adaptor protein SINTBAD (TBKBP1) into membraneless, cytosolic speckles. Determination of the interactome identified &gt;100 proteins forming constitutive and stress-inducible members of an MLO that we termed SINT-speckles. SINT-speckles partially colocalize with activated TBK1, and deletion of SINTBAD and the SINT-speckle component AZI2 leads to impaired TBK1 phosphorylation. Dynamic formation of SINT-speckles is positively controlled by the acetyltransferase KAT2A (GCN5) and antagonized by heat shock protein-mediated chaperone activity."
sirna_body,cdcode,Sirna body,"siRNA bodies are specific cytoplasmic foci in Arabidopsis thaliana which contain accumulated AGO7, SGS3 and RDR6.  siRNA ibodies are distinct from P-bodies, but become positive to stress granule markers under stress induced translational repression, implying that siRNA bodies may store stalled mRNAs."
sirna_body,drllps,siRNA body,"siRNA bodies are RNA granules associated with the synthesis of tasiRNA and the amplification of the RNA silencing signal. Many plant viruses interfere with siRNA body functions in order to suppress their contribution to siRNA production. Upon stress-induced translational repression, siRNA bodies become positive for stress-granules markers, suggesting that these bodies may accumulate stalled mRNAs."
slit_diaphragm_condensate,cdcode,Slit diaphragm condensate,"The slit diaphragm condensates are described to form through the process of liquid-liquid phase separation (LLPS), driven by multivalent interactions among key scaffold proteins at the diaphragm."
slit_diaphragm_condensate,phasepdb,Slit diaphragm condensate,"Slit diaphragm is a specialized adhesion junction between the opposing podocytes, establishing the final filtration barrier to urinary protein loss. At the cytoplasmic insertion site of each slit diaphragm there is an electron-dense and protein-rich cellular compartment that is essential for slit diaphragm integrity and signal transduction. Mutations in genes that encode components of this membrane-less compartment have been associated with glomerular diseases. We demonstrated that MAGI2, a unique MAGUK family scaffold protein at slit diaphragm, can autonomously undergo liquid-liquid phase separation. Multivalent interactions among the MAGI2-Dendrin-CD2AP complex drive the formation of the highly dense slit diaphragm condensates at physiologic conditions."
smn_complex,cdcode,SMN-Rpp20 complex,"Given that Rpp20 is found both in the cytoplasm and the nucleus, it is possible that Rpp20 has additional functions in the cytoplasm. Indeed, Rpp20 has been found to be a stress-responsive protein in the cytoplasm that is redistributed into cytoplasmic SMN granules in adverse conditions."
smn_complex,phasepdb,SMN complex,"The survival of motor neuron protein (SMN) is an ubiquitously expressed 40 kDa protein found in the cytoplasm, the nucleoplasm and nuclear Cajal bodies.Reduced levels of SMN cause spinal muscular atrophy (SMA), an autosomal recessive disease characterized by degeneration of motor neurons in the spinal cord. SMN functions as a core complex with at least eight other proteins: SIP-1 or gemin2, dp103 (gemin3, a putative RNA helicase), gemin4, which binds SMN indirectly through gemin3, and gemins 5, 6, 7, 8 and unrip. This SMN complex appears to be involved in the assembly and methylation of U snRNPs in the cytoplasm and their subsequent transport into the nucleus."
spider_silk_condensate,cdcode,Spider Silk Spidroin,conserved spider silk spidroin protein
spindle_apparatus,cdcode,+TIP,"The paper shows that human EB1 forms molecular condensates with TIP150 and MCAK through liquid–liquid phase separation to compartmentalize the kinetochore–microtubule plus-end machinery, ensuring accurate kinetochore–microtubule interactions during chromosome segregation in mitosis. The give evidence in vitro and in vivo in hela cells and also show formation of these condensates upon microinjection in drosophila syncitial embryos."
spindle_apparatus,cdcode,+TIP body,+TIP body is the condensate concentrating proteins at the growing tip of the microtubule.
spindle_apparatus,cdcode,Birc5b assembly,The chromosomal passenger protein birc5b localizes to the tips of astral microtubules and organizes microfilaments and germ plasm in the zebrafish embryo.
spindle_apparatus,cdcode,EB1F condensate,"EBF1 condensates are phase-separated structures formed by the transcription factor EBF1, driven by its intrinsically disordered region (IDR) containing regularly spaced tyrosines."
spindle_apparatus,cdcode,GAS2L3 condensates,The GAS2L3 condensate is a biomolecular condensate formed as a result of growth arrest-specific 2 like 3 (GAS2L3) protein phase separation driven by the intrinsically disordered region (IDR) of GAS2L3. GAS2L3 condensates scaffolds CHMP4B at the cell midbody during cytokinesis to accelerate cell division and promote tumor growth.
spindle_apparatus,cdcode,Spindle matrix,Spindle assembly which is an important step during mitosis requires microtubule polymerization. BuGZ phase separates and associates with microtubules and tubulin and this process leads to the assembly of spindle matrix.
spindle_apparatus,drllps,Spindle apparatus,"The spindle is an important structure when cells divide. Phase separation promotes the concentration of molecules into the droplets, thereby promoting biochemical reactions. Some protein mixtures undergo a phase change to form droplets that concentrate actin to promote F-actin assembly in vitro. In addition, studies have shown that the phase transition of spindle regulatory protein BuGZ concentrates tubulin and promotes MT polymerizationbinds to tubulin and promotes spindle assembly."
spindle_apparatus,phasepdb,Spindle apparatus,"The spindle is an important structure when cells divide. Phase separation promotes the concentration of molecules into the droplets, thereby promoting biochemical reactions. Some protein mixtures undergo a phase change to form droplets that concentrate actin to promote F-actin assembly in vitro. In addition, studies have shown that the phase transition of spindle regulatory protein BuGZ concentrates tubulin and promotes MT polymerizationbinds to tubulin and promotes spindle assembly"
spindle_apparatus,phasepro,condensed compartments of microtubule bundling,
spindle_apparatus,phasepro,spindle matrix,"A proteinaceous, nuclear-derived structure that embeds the microtubule spindle apparatus from pole to pole in a microtubule-independent manner during mitosis."
spliceosome,phasepdb,Splicesome,"Pre-mRNA splicing is catalyzed by the spliceosome, a multimegadalton ribonucleoprotein (RNP) complex comprised of five snRNPs and numerous proteins. Intricate RNA-RNA and RNP networks, which serve to align the reactive groups of the pre-mRNA for catalysis, are formed and repeatedly rearranged during spliceosome assembly and catalysis. Both the conformation and composition of the spliceosome are highly dynamic, affording the splicing machinery its accuracy and flexibility, and these remarkable dynamics are largely conserved between yeast and metazoans."
sponge_body,cdcode,Sponge body,Sponge bodies are sub-cellular structures in the cytoplasm of oocyte and nurse cell in Drosophila ovaries. Sponge bodies are crucial in transcription regulation
sponge_body,drllps,Sponge body,"Sponge bodies are 500-3,000 nm structures which are embedded in an electron dense matrix that is free of ribosomes. Btz, Tral, Cup, eIF4E, Me31B, Yps, Gus, Dcp1/2, Sqd, BicC, Hrb27C, Bru were identified in sponge bodies with Exu-GFP indicating that these structures have a role in post-transcriptional gene regulation. Since sponge bodies are typical proteinaceous membrane-less organelles, liquidâliquid phase separation is shown in the formation and disassembly of sponge bodies."
spop_daxx_body,cdcode,SPOP/DAXX body,"SPOP/DAXX bodies are nuclear bodies which form by phase separation of SPOP/DAXX in the nucleus. SPOP and DAXX are suggested to interact with each other and together they colocalize at distinct spots in the nucleus and form  a different, largely spherical type of nuclear body distinct from nuclear speckles, PML bodies, nucleoli, and Cajal bodies; named SPOP/DAXX bodies. Mutations which disrupt the interaction between SPOP and DAXX localizes SPOP to nuclear speckles and DAXX to the PML bodies."
spop_daxx_body,phasepro,SPOP/DAXX body,
std1_body,cdcode,STD1 body,STD1 bodies are  nuclear puncta in yeast which controls the response to energy depletion by SNF1.
std1_body,phasepro,Std1 bodies,
sting_phase_separator,cdcode,STING phase-separator,"Biomolecular condensates are micron-scale compartments in eukaryotic cells that operate to concentrate proteins and nucleic acids but lack surrounding membranes. RNA metabolism, ribosome biogenesis, the DNA damage response, and signal transmission are all affected by these condensates. Recent research has discovered that multivalent macromolecular interactions promote liquid-liquid phase separation, which is a fundamental organizing principle for biomolecular condensates."
sting_phase_separator,phasepdb,STING phase-separator,"In DNA virus-infected cells, excessively produced 2′3′-cGAMP triggers the phase-separation of ER-associated STING to form a biocondensate with organized membranous structures, the STING phase-separator, to separate STING-TBK1 from IRF3 and prevent innate immunity from overactivation. The STING phase-separator may act like a ‘STING-TBK1-cGAMP sponge’, and probably bypasses the requirement for intracellular 2′3′-cGAMP-specific hydrolase."
stress_granule,cdcode,DHX9 Stress Granules,"DHX9 Granules are a subtype of stress granules (SGs). DHX9 Granules are biomolecular condensates composed of RNA and proteins that form in response to RNA damage induced by UVB or UVC irradiation. They contain a substantial amount of damaged RNA, including intronic sequences. The primary protein constituent of these granules is DHX9, which facilitates their formation through binding to the damaged RNA. These condensates play a critical role in sequestering damaged RNA to prevent its translation and aid in cellular recovery processes."
stress_granule,cdcode,eIF5B granules,"Cytoplasmic condensates formed under stress, distinct from stress granules (SGs), promote internal ribosome entry site (IRES)-mediated translation."
stress_granule,cdcode,HSP condensate,"During Dictyostelium discoideum development, HSP48 is  strongly induced. It is discovered that HSP48 forms a biomolecular condensate and that polyphosphate is required to keep it stable."
stress_granule,cdcode,PCBP2 condensates,"The PCBP2 condensate is a biomolecular condensate formed as a result of phase separation of poly(C)-binding protein 2 (PCBP2). PCBP2 condensates sequester mitochondrial and mRNA-binding proteins, leading to the outside impairment of mitochondrial morphology and function, and BACE1 mRNA decay relative to amyloid deposition. Mitochondrial proteins sequestered by PCBP2 are not found in reported processing bodies (PB) or stress granules (SG)."
stress_granule,cdcode,RPSA-VIM-ENO Condensate,"Biomolecular condensate of RPSA, amplified by Streptococcus suis  Enolase."
stress_granule,cdcode,SCOTIN condensate,SCOTIN/SHISA-5 (with the help of its intrinsically disordered region (IDR)) forms biomolecular condensates along the membrane of endoplasmic reticulum (ER). It was showen to sequester Sec31/13 and impede ER-to-Golgi vesicle transport.
stress_granule,cdcode,Stress granule,"Trypanosoma brucei

Stress granules in the unicellular protest and parasite Trypanosoma brucei form under heat shock and puromycin treatment, upon polysome disassembly, at the periphery of the cell and are distinct from P-bodies."
stress_granule,cdcode,YBX1 condensate,YBX1 is proposed to undergo liquid-liquid phase separation (LLPS) to form condensates in vitro and in cells . YBX1 condensates recruit microRNAs (such as miR-223) in vitro and into exosomes secreted by cultured cells.
stress_granule,drllps,Stress granule,"Stress granules are assemblies of untranslating messenger ribonucleoproteins (mRNPs) that form from mRNAs stalled in translation initiation, which form through interactions between mRNA-binding proteins that link together populations of mRNPs. Stress granules are a kind of conserved cytoplasmic mRNP and represent an active liquid wherein energy input maintains their dynamic state, its formation modulates the stress response and signaling pathways. Besides, stress granules facilitate the establishment of an antiviral state by limiting viral protein accumulation and regulating signalling cascades that affect virus replication and immune responses."
stress_granule,phasepdb,Stress granule,"Stress granules are large cytoplasmic foci that are nucleated by the aggregation of untranslated messenger ribonucleoproteins (mRNPs), which accumulate as a result of stress-induced translation arrest. These transient, non-membrane-bound organelles are hubs that orchestrate stress responses and cell fate. Stress granule formation can interfere with viral replication because all viruses require the host translation machinery to synthesize viral proteins[1]. Their assembly is triggered by a variety of environmental stresses including heat shock, oxidative stress, hyperosmolarity, viral infection, and UV irradiation, but not X-irradiation or DNA-DNA-damaging agents. Their mRNA composition is selective—they contain transcripts encoding housekeeping genes but exclude those encoding stress-induced genes such as HSP70. Stress granules are found in both cultured cell lines and intact tissues[2]."
stress_granule,phasepro,axonal TIAR-2 granules,
stress_granule,phasepro,cytoplasmic stress granule,A dense aggregation in the cytosol composed of proteins and RNAs that appear when the cell is under stress.
sup35_condensate,cdcode,Sup35 condensate,"When yeast is under stress, Sup35 creates protective gels through pH-controlled liquid-like phase separation and gelation. Phase separation in this instance is facilitated by the N-terminal prion domain and controlled by the nearby pH sensor domain. The Sup35 translation factor is through this process protected from stress-related damage by phase separation, which aids in yeast survival."
sup35_condensate,phasepro,Sup35 condensate,
synapsin_condensate,cdcode,α-synnuclein condensates,"In human cell models, stressors could promote the abnormal phase separation of α-synuclein, leading to the formation of solid-like, pathological aggregates. This process is linked to cellular stress, including the unfolded protein response, and is considered a key step preceding aggregation in neurodegenerative diseases. In C. elegans models expressing human α-synuclein, the environmental pollutant PHCZ accelerates the formation of α-synuclein condensates and reduces their fluidity, promoting a pathological solid-like state."
synapsin_condensate,cdcode,α-synuclein condensates,Abnormal deposition of α-synuclein in the ventral tegmental area (VTA) of the brain in mice causing damage to dopaminergic neurons. This pathological aggregation of α-synuclein is linked to neuronal dysfunction and the impairment of fear memory.
synapsin_condensate,phasepdb,Synapsin condensate,"Synaptic vesicles at a living central synapse are organized as a distinct liquid phase maintained by interactions via the intrinsically disordered region of synapsin. Synapsin condensates recruit α-synuclein, and while enriched into these synapsin condensates, α-synuclein still maintains its high mobility. The presence of synaptic vesicles (SVs) enhances the rate of synapsin/α-synuclein condensation, suggesting that SVs act as catalyzers for the formation of synapsin condensates. At physiological salt and protein concentrations, α-synuclein alone is not able to cluster isolated SVs. Excess of α-synuclein disrupts the kinetics of synapsin/SV condensate formation."
"synaptosome,neuron_projection",phasepro,"synaptosome, neuron projection",
